iter	Logloss
191	0.2827131025
192	0.2819062711
193	0.2816917128
194	0.2808853862
195	0.2803824112
196	0.2799767422
197	0.2797639514
198	0.2790107785
199	0.2784405502
200	0.277711858
201	0.2770473738
202	0.2764101452
203	0.275738801
204	0.2753905868
205	0.2749868619
206	0.2743759372
207	0.2737773896
208	0.273154984
209	0.2726011901
210	0.2722532332
211	0.2717221759
212	0.2711658886
213	0.2707152575
214	0.2698610942
215	0.2693590202
216	0.2688934609
217	0.2683821733
218	0.2677977121
219	0.2672166862
220	0.2665239725
221	0.2660594096
222	0.2655929468
223	0.265105392
224	0.2648202303
225	0.2642655128
226	0.2638776713
227	0.2635018927
228	0.262961257
229	0.2623678153
230	0.2618104819
231	0.2614644419
232	0.2610179329
233	0.2603361444
234	0.2597804028
235	0.2594193411
236	0.2590010102
237	0.2587101107
238	0.2582522307
239	0.2579790459
240	0.2575362159
241	0.2570814594
242	0.2565441961
243	0.2560403229
244	0.255637641
245	0.2552638694
246	0.2549829634
247	0.2545342987
248	0.2540956349
249	0.2536961234
250	0.2533744114
251	0.2530087065
252	0.252609298
253	0.2522764018
254	0.2520355043
255	0.2515784847
256	0.2512696356
257	0.2508982048
258	0.2504221588
259	0.2500711155
260	0.2495961881
261	0.2490455636
262	0.2486796317
263	0.2483273212
264	0.2480817131
265	0.2477781728
266	0.2473361501
267	0.246987456
268	0.2465350004
269	0.2462412365
270	0.2456274552
271	0.2453685497
272	0.2449857566
273	0.2446288511
274	0.2443387089
275	0.244095352
276	0.2437362928
277	0.2433162754
278	0.2429645655
279	0.2425630126
280	0.2421510096
281	0.2417262769
282	0.2413295824
283	0.2410640033
284	0.2407847868
285	0.2402446984
286	0.239714715
287	0.2392358752
288	0.238829859
289	0.2384139713
290	0.2381639048
291	0.2378724143
292	0.2376064075
293	0.2375124851
294	0.2369521645
295	0.2365058934
296	0.2362335854
297	0.2360197669
298	0.2354466564
299	0.2350966439
300	0.2347566755
301	0.2341914043
302	0.2339410261
303	0.2336318841
304	0.233183099
305	0.2328970331
306	0.2326319271
307	0.2324132835
308	0.2321928646
309	0.2319438742
310	0.2315522315
311	0.2314042318
312	0.2312734524
313	0.2309512516
314	0.2306382956
315	0.2301968906
316	0.2300084645
317	0.2295734381
318	0.2292770233
319	0.2289314929
320	0.2287985624
321	0.2284957678
322	0.2284533937
323	0.2280268899
324	0.22795238
325	0.2274376354
326	0.2272182459
327	0.2269464142
328	0.2265753964
329	0.2264920498
330	0.2262233647
331	0.2259458005
332	0.2255393383
333	0.2254696491
334	0.2251644942
335	0.2247042202
336	0.2246505562
337	0.2244235985
338	0.2240301124
339	0.2239513906
340	0.2237590061
341	0.2234305441
342	0.2230221163
343	0.2227863152
344	0.2224560668
345	0.2222743521
346	0.2219092553
347	0.2217626289
348	0.2215317216
349	0.2213832438
350	0.2211882335
351	0.2208649022
352	0.2203659451
353	0.2202787375
354	0.2199363095
355	0.2196856667
356	0.2195787525
357	0.2193945703
358	0.2192560971
359	0.2187986512
360	0.218666357
361	0.2183278775
362	0.2180882484
363	0.2177603691
364	0.2174677592
365	0.2171195902
366	0.2169024514
367	0.2166780222
368	0.2163798798
369	0.216094959
370	0.2158898089
371	0.2156600923
372	0.2153430171
373	0.2150527759
374	0.2144793398
375	0.2142891273
376	0.214157543
377	0.2139692484
378	0.2138342203
379	0.2136376416
380	0.2133098574
381	0.213119499
382	0.2130010639
383	0.2127316592
384	0.2125671365
385	0.2124564702
386	0.2123026362
387	0.2120966367
388	0.2118610066
389	0.211663292
390	0.2113479701
391	0.2110529365
392	0.2106921273
393	0.2105569909
394	0.2104328721
395	0.2102667696
396	0.2099274815
397	0.2097564411
398	0.2094510295
399	0.2093681303
400	0.2091300378
401	0.2090328012
402	0.2088289574
403	0.2085899609
404	0.2084032642
405	0.2081674357
406	0.2079118269
407	0.2077239216
408	0.2074709992
409	0.2071489222
410	0.2070411732
411	0.2070389376
412	0.2065910306
413	0.20627504
414	0.2059969318
415	0.2057965127
416	0.2054462029
417	0.2052984527
418	0.2050152229
419	0.2047728493
420	0.2044441649
421	0.2042876957
422	0.2040973555
423	0.2037759759
424	0.2035879334
425	0.203279098
426	0.203109263
427	0.2027849846
428	0.2024640433
429	0.2023110099
430	0.2022385455
431	0.2020292629
432	0.2019277235
433	0.2016970041
434	0.2015999534
435	0.2013270903
436	0.2010865574
437	0.2007657314
438	0.2003769281
439	0.2002440098
440	0.2001575263
441	0.2000043077
442	0.199734461
443	0.1995953899
444	0.1992955742
445	0.1990209317
446	0.1987613824
447	0.1986771121
448	0.1984779343
449	0.1982510197
450	0.1981049796
451	0.1979551498
452	0.1976085276
453	0.1974151765
454	0.1972441482
455	0.1970619838
456	0.1967581704
457	0.1966329177
458	0.1963454158
459	0.1961861271
460	0.1961397605
461	0.1960405361
462	0.1957279097
463	0.1956253404
464	0.1954710936
465	0.1952402324
466	0.194914162
467	0.1948650666
468	0.1947971006
469	0.1946193993
470	0.1945314142
471	0.1943739802
472	0.1942262622
473	0.1940300901
474	0.1938125309
475	0.1935752253
476	0.1934428262
477	0.193306955
478	0.193124564
479	0.192934376
480	0.1927628584
481	0.1925676969
482	0.1924130874
483	0.1921302339
484	0.1919804533
485	0.1918787246
486	0.1917350501
487	0.1916236958
488	0.1913700708
489	0.1912888078
490	0.1910836542
491	0.1910500961
492	0.1908922527
493	0.1906860775
494	0.1905199796
495	0.1903053879
496	0.190216662
497	0.1901086725
498	0.1898491283
499	0.1898039352
500	0.1897575097
501	0.1896392752
502	0.1894514223
503	0.1892975813
504	0.189133511
505	0.1890728913
506	0.1889017233
507	0.1888555719
508	0.1884788098
509	0.1883091399
510	0.1880701694
511	0.1877449164
512	0.1876412857
513	0.1874498711
514	0.1871959759
515	0.1870901378
516	0.1867453358
517	0.186591136
518	0.1863514739
519	0.1861699402
520	0.1860821272
521	0.1859545973
522	0.1857538081
523	0.1855778046
524	0.1853891854
525	0.1853109216
526	0.1851536567
527	0.1850054888
528	0.1847699584
529	0.1845213935
530	0.1843172483
531	0.1840993421
532	0.1840126664
533	0.1837178617
534	0.1835194457
535	0.1831895744
536	0.1829864369
537	0.1827239235
538	0.1826239797
539	0.1824960464
540	0.1823543385
541	0.1821164665
542	0.1818482098
543	0.1816766855
544	0.1816419862
545	0.1814565344
546	0.181184242
547	0.180985496
548	0.1808370779
549	0.1807131652
550	0.1805828006
551	0.1804536177
552	0.1802628128
553	0.1800639251
554	0.1797880522
555	0.1795518354
556	0.1792531049
557	0.1789794448
558	0.1788313208
559	0.1787267638
560	0.1785752302
561	0.178352663
562	0.1782730375
563	0.1781793327
564	0.1780062589
565	0.17792252
566	0.1777402144
567	0.177556839
568	0.1774387634
569	0.1773545015
570	0.1773455707
571	0.1770337445
572	0.1769463861
573	0.1768067887
574	0.1767259596
575	0.1764899017
576	0.1763950867
577	0.176073277
578	0.1757142708
579	0.175458199
580	0.1752457921
581	0.1751333568
582	0.1750220114
583	0.1747459789
584	0.1745113321
585	0.1744241996
586	0.1741697219
587	0.1740862904
588	0.1738882906
589	0.1737647806
590	0.1736108379
591	0.1734716524
592	0.1733155895
593	0.1730697771
594	0.1727641834
595	0.1725867532
596	0.1723719639
597	0.1721047073
598	0.171886343
599	0.1716252577
600	0.1714429168
601	0.171245182
602	0.1710372639
603	0.1709912848
604	0.1708184312
605	0.1706587675
606	0.1705431207
607	0.170311155
608	0.1701761909
609	0.1699104093
610	0.1697949652
611	0.1696635388
612	0.1693830521
613	0.1691225973
614	0.1689358206
615	0.1687867231
616	0.1687048867
617	0.1685722354
618	0.1684325789
619	0.1683022781
620	0.1681098018
621	0.1680464829
622	0.1677625005
623	0.1676649624
624	0.1675249129
625	0.1674532411
626	0.1671619114
627	0.1670464849
628	0.1667956601
629	0.1665421482
630	0.1664783019
631	0.166124494
632	0.1659720089
633	0.1657507504
634	0.1655954285
635	0.1654941439
636	0.1653477247
637	0.1651478728
638	0.1650857285
639	0.1649209435
640	0.1647711684
641	0.1646229414
642	0.1643837844
643	0.164205545
644	0.1639682497
645	0.1637058813
646	0.1634456568
647	0.1631659047
648	0.1629450271
649	0.1625259138
650	0.1623800858
651	0.1622590526
652	0.1621209148
653	0.161903409
654	0.1617003015
655	0.1616217109
656	0.1615637109
657	0.1614662505
658	0.161316085
659	0.161107795
660	0.1610856911
661	0.1610248625
662	0.160911031
663	0.1607352315
664	0.1605730808
665	0.1604396793
666	0.1603180111
667	0.1602087127
668	0.1600316443
669	0.1598860751
670	0.1596797338
671	0.1594360928
672	0.1592992857
673	0.1592283205
674	0.158982423
675	0.1587524103
676	0.158651644
677	0.1585837746
678	0.1585616006
679	0.1583829622
680	0.1583116163
681	0.1581861754
682	0.1580911659
683	0.1579518425
684	0.1578063882
685	0.1576035823
686	0.1574674359
687	0.1573727887
688	0.1571818961
689	0.1569897568
690	0.1568646044
691	0.156724509
692	0.1565562103
693	0.1563608517
694	0.1562042434
695	0.156102456
696	0.155905084
697	0.1558126824
698	0.1557059978
699	0.155379034
700	0.1552195445
701	0.1550967022
702	0.1549605608
703	0.1548656656
704	0.154565796
705	0.1545374672
706	0.1544069201
707	0.1543238182
708	0.1541147439
709	0.1539868115
710	0.1538258829
711	0.1536420978
712	0.1535015123
713	0.1533988286
714	0.1532211298
715	0.1530917838
716	0.1529891018
717	0.1528278971
718	0.1526770823
719	0.152558048
720	0.1525451145
721	0.1522053774
722	0.1520780246
723	0.1519176909
724	0.1519073058
725	0.1516561974
726	0.151574311
727	0.1514337418
728	0.1512343633
729	0.1511532175
730	0.1509584457
731	0.1508015456
732	0.1506803429
733	0.1505199298
734	0.1504649444
735	0.1502539127
736	0.1501759698
737	0.1500557246
738	0.1498503191
739	0.1498297239
740	0.1497317797
741	0.1497107785
742	0.1494177136
743	0.149357606
744	0.1491439841
745	0.1489761591
746	0.1489252651
747	0.1488318937
748	0.1486764409
749	0.1486089337
750	0.1485478789
751	0.1484353069
752	0.1483170416
753	0.148155886
754	0.1479967868
755	0.1478432615
756	0.1478327502
757	0.1478003085
758	0.1477073564
759	0.1475438445
760	0.1474287516
761	0.147141156
762	0.1470651995
763	0.1469148335
764	0.1468468713
765	0.146688492
766	0.146590087
767	0.146500227
768	0.1464368515
769	0.1462748753
770	0.1461316245
771	0.1459393934
772	0.1459015458
773	0.145788245
774	0.1457188501
775	0.1456954178
776	0.1455915398
777	0.1454666751
778	0.1454560666
779	0.1454209917
780	0.1453697429
781	0.1452631657
782	0.1451224763
783	0.1450459396
784	0.1449860275
785	0.1448780596
786	0.1446500939
787	0.1445241026
788	0.1444216615
789	0.1443958303
790	0.1443616426
791	0.1442869887
792	0.1441335604
793	0.1441111115
794	0.1439847842
795	0.1438904862
796	0.1436581428
797	0.1434759033
798	0.1433308521
799	0.1432083285
800	0.1430820104
801	0.1428857054
802	0.1428757076
803	0.1428257445
804	0.1426562902
805	0.1424049368
806	0.1423126365
807	0.1422324098
808	0.142095559
809	0.141989524
810	0.1419401235
811	0.1418771365
812	0.141730494
813	0.141486876
814	0.1414152277
815	0.1413598588
816	0.1412124335
817	0.1410255833
818	0.1408703627
819	0.1407212989
820	0.1404852389
821	0.1402443838
822	0.1399895889
823	0.1399718918
824	0.1397795219
825	0.1396835544
826	0.1395108225
827	0.1392941066
828	0.1391293874
829	0.1389895088
830	0.1388992185
831	0.1387684879
832	0.1385995838
833	0.1383782127
834	0.1383271129
835	0.138178609
836	0.1380849319
837	0.1380269415
838	0.1379797136
839	0.1377218209
840	0.1377021558
841	0.1376664229
842	0.1375631523
843	0.1373727296
844	0.1372572024
845	0.1370712239
846	0.1369962519
847	0.1369045427
848	0.1368771166
849	0.1368367719
850	0.1367862611
851	0.136721114
852	0.1365462308
853	0.1363248884
854	0.1362417799
855	0.1362247509
856	0.1360302499
857	0.1359389948
858	0.1357605986
859	0.1355921392
860	0.1355787956
861	0.1353705946
862	0.1351470197
863	0.1351133677
864	0.1349262546
865	0.13490451
866	0.134821058
867	0.134751702
868	0.1347111249
869	0.1345179484
870	0.1343048554
871	0.1342218701
872	0.134171936
873	0.1339803425
874	0.1338653542
875	0.1338041196
876	0.1337030917
877	0.1336430967
878	0.13359967
879	0.1334221653
880	0.133358673
881	0.1330898656
882	0.1329823071
883	0.1327817762
884	0.1327294833
885	0.1325414869
886	0.1323213435
887	0.132202465
888	0.1321844577
889	0.1319916162
890	0.1318823889
891	0.1316548754
892	0.131492453
893	0.1313517118
894	0.1312692285
895	0.1310309511
896	0.1309302805
897	0.1308059958
898	0.1307986214
899	0.1307034627
900	0.1306090667
901	0.1305095295
902	0.1304385897
903	0.1303202015
904	0.1302886279
905	0.1302776847
906	0.1302491996
907	0.1301984846
908	0.1301709296
909	0.1301036714
910	0.1300064562
911	0.1298730817
912	0.1298659972
913	0.1297424384
914	0.1296267884
915	0.1294461589
916	0.1293932876
917	0.1292965181
918	0.1291975672
919	0.1291767923
920	0.1289918521
921	0.1289795626
922	0.1289246496
923	0.128834954
924	0.1287087679
925	0.1286524709
926	0.128640283
927	0.128509882
928	0.1283988796
929	0.128390758
930	0.1283683058
931	0.1283283356
932	0.1283077918
933	0.1282804269
934	0.1281631876
935	0.1280892188
936	0.1279285768
937	0.1277867701
938	0.1276694963
939	0.1276204046
940	0.1274981357
941	0.1273470579
942	0.127261858
943	0.1271984445
944	0.1271101808
945	0.1270995428
946	0.1270733168
947	0.1269306064
948	0.1267908686
949	0.1267595362
950	0.1265709991
951	0.1265433705
952	0.1264364264
953	0.1263618223
954	0.1262388618
955	0.1262093965
956	0.1261802231
957	0.1259949691
958	0.1259577883
959	0.1257802797
960	0.1256446526
961	0.1255752669
962	0.1255606102
963	0.125495111
964	0.1254622636
965	0.1253527024
966	0.1253376805
967	0.125176645
968	0.1250846374
969	0.1249633155
970	0.1249538088
971	0.1248560012
972	0.124844837
973	0.124683217
974	0.1246200235
975	0.1245907672
976	0.1245850051
977	0.1244204259
978	0.1244106617
979	0.1244032603
980	0.1242851748
981	0.1241712519
982	0.1240979814
983	0.1240923963
984	0.1238796573
985	0.1237978764
986	0.123642458
987	0.1234912977
988	0.1233559461
989	0.1231974019
990	0.123140611
991	0.1230425541
992	0.1229393098
993	0.1228696704
994	0.1227346736
995	0.122645624
996	0.1225486279
997	0.1224600354
998	0.1223221245
999	0.1223054337
